comment_id,car_model,外观设计,内饰质感,智能配置,空间实用,舒适体验,操控性能,续航能耗,价值认知
32,11智界S7,0.7999999999999999,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
33,11智界S7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,11智界S7,1.0,0.0,1.0,0.7999999999999999,0.39999999999999997,1.0,0.7999999999999999,0.0
35,11智界S7,0.7999999999999999,0.7999999999999999,0.0,0.39999999999999997,1.0,0.0,0.0,0.7999999999999999
36,11智界S7,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
37,11智界S7,0.7999999999999999,1.0,1.0,1.0,1.0,0.0,0.7999999999999999,0.7999999999999999
38,11智界S7,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
39,11智界S7,0.7999999999999999,0.26666666666666666,1.0,0.0,0.0,1.0,0.0,0.0
40,11智界S7,0.0,0.5333333333333333,1.0,0.6666666666666666,0.0,0.7999999999999999,0.6666666666666666,0.0
41,11智界S7,0.7999999999999999,0.8,1.0,0.39999999999999997,1.0,0.0,0.7999999999999999,0.0
42,11智界S7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
43,11智界S7,0.7999999999999999,1.0,1.0,1.0,0.0,0.7999999999999999,1.0,0.7999999999999999
44,11智界S7,1.0,0.7999999999999999,0.5333333333333333,0.7999999999999999,1.0,0.0,0.0,0.0
45,11智界S7,1.0,0.7999999999999999,1.0,0.0,0.0,1.0,0.0,0.0
46,11智界S7,0.0,1.0,0.5333333333333333,1.0,1.0,1.0,0.0,0.0
47,11智界S7,0.0,0.0,0.7999999999999999,0.0,1.0,1.0,0.0,0.0
48,11智界S7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
49,11智界S7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
50,11智界S7,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
51,11智界S7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
52,11智界S7,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
53,11智界S7,0.0,0.0,0.0,0.0,0.7999999999999999,1.0,0.0,0.0
54,11智界S7,0.7999999999999999,1.0,1.0,0.0,0.0,0.0,1.0,0.0
55,11智界S7,0.0,0.0,0.5333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0
56,11智界S7,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
57,11智界S7,0.7999999999999999,0.39999999999999997,0.7999999999999999,0.0,0.0,0.0,0.0,0.0
58,11智界S7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
59,11智界S7,0.0,0.0,0.5333333333333333,0.7999999999999999,0.0,0.7999999999999999,0.6666666666666666,0.0
60,11智界S7,0.0,0.5333333333333333,1.0,1.0,0.0,0.0,1.0,0.39999999999999997
61,11智界S7,0.7999999999999999,0.0,1.0,0.0,0.0,0.0,0.0,1.0
62,11智界S7,1.0,1.0,1.0,0.39999999999999997,0.0,1.0,1.0,1.0
63,11智界S7,0.7999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64,11智界S7,1.0,0.0,1.0,0.0,0.8,1.0,0.0,0.0
65,11智界S7,0.0,0.0,0.8,0.5333333333333333,0.0,0.0,0.0,0.0
66,11智界S7,0.0,0.0,0.7999999999999999,0.0,0.0,0.7999999999999999,0.6666666666666666,0.0
67,11智界S7,0.5333333333333333,0.0,0.8,0.0,0.0,0.5333333333333333,0.0,0.5333333333333333
68,11智界S7,0.39999999999999997,0.7999999999999999,0.0,0.0,0.0,0.7999999999999999,0.0,1.0
69,11智界S7,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.8
70,12享界S9,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0
71,12享界S9,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8
72,12享界S9,1.0,0.7999999999999999,1.0,0.7999999999999999,0.5333333333333333,0.8,0.7999999999999999,0.3333333333333333
73,12享界S9,0.7999999999999999,0.7999999999999999,1.0,0.3333333333333333,0.5333333333333333,0.26666666666666666,0.39999999999999997,0.6666666666666666
74,12享界S9,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.3333333333333333,0.3333333333333333
75,12享界S9,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.3333333333333333,0.3333333333333333
76,12享界S9,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.3333333333333333,0.3333333333333333
77,12享界S9,0.39999999999999997,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.3333333333333333
78,12享界S9,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.6666666666666666,0.5333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
79,12享界S9,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.3333333333333333
80,12享界S9,0.39999999999999997,0.39999999999999997,0.7999999999999999,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.3333333333333333
81,12享界S9,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.3333333333333333
82,12享界S9,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.3333333333333333
83,12享界S9,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.3333333333333333,0.0,0.0
84,12享界S9,0.7999999999999999,0.7999999999999999,1.0,0.6666666666666666,1.0,1.0,1.0,0.7999999999999999
85,12享界S9,0.7999999999999999,0.7999999999999999,0.39999999999999997,0.6666666666666666,1.0,0.0,0.0,0.0
86,12享界S9,0.3333333333333333,0.0,0.39999999999999997,0.7999999999999999,0.0,0.0,0.39999999999999997,0.0
87,12享界S9,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0
88,12享界S9,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
89,12享界S9,0.0,0.0,0.0,0.0,0.39999999999999997,0.8,0.0,0.0
90,12享界S9,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0
91,12享界S9,0.0,0.0,0.0,0.26666666666666666,1.0,0.26666666666666666,0.5333333333333333,0.0
92,12享界S9,1.0,0.0,0.7999999999999999,1.0,0.0,1.0,0.0,0.7999999999999999
93,12享界S9,0.0,0.0,0.39999999999999997,0.0,1.0,0.5333333333333333,0.0,0.0
94,12享界S9,0.7999999999999999,0.0,0.39999999999999997,0.0,1.0,0.0,0.0,0.0
95,12享界S9,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.7999999999999999,0.0
96,12享界S9,1.0,0.0,0.7999999999999999,0.3333333333333333,1.0,0.7999999999999999,0.5333333333333333,0.6666666666666666
97,13极氪001,0.0,0.0,0.3333333333333333,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.26666666666666666,0.26666666666666666
98,13极氪001,1.0,0.39999999999999997,0.3333333333333333,0.0,0.0,1.0,0.5333333333333333,0.0
99,13极氪001,0.0,0.7999999999999999,0.6666666666666666,0.0,0.0,1.0,1.0,0.39999999999999997
100,13极氪001,0.0,0.39999999999999997,1.0,0.39999999999999997,0.0,0.0,0.3333333333333333,0.39999999999999997
101,13极氪001,0.7999999999999999,0.0,0.6666666666666666,0.7999999999999999,0.0,0.7999999999999999,0.7999999999999999,0.0
102,13极氪001,0.7999999999999999,0.39999999999999997,0.3333333333333333,0.39999999999999997,0.0,0.7999999999999999,0.3333333333333333,0.0
103,13极氪001,0.7999999999999999,0.7999999999999999,0.0,0.0,0.0,0.7999999999999999,0.7999999999999999,0.0
104,13极氪001,0.0,0.0,0.26666666666666666,0.39999999999999997,0.0,0.7999999999999999,0.3333333333333333,0.0
105,13极氪001,0.0,0.0,0.7999999999999999,0.0,0.0,0.7999999999999999,0.39999999999999997,0.0
106,13极氪001,0.7999999999999999,1.0,0.3333333333333333,0.7999999999999999,0.0,0.0,1.0,0.0
107,13极氪001,0.39999999999999997,0.0,0.0,0.39999999999999997,0.0,0.39999999999999997,0.8,0.0
108,13极氪001,1.0,1.0,0.39999999999999997,1.0,0.7999999999999999,0.0,1.0,0.0
109,13极氪001,1.0,0.7999999999999999,0.7999999999999999,0.0,0.6666666666666666,0.7999999999999999,0.5333333333333333,0.0
110,13极氪001,0.0,0.0,0.7999999999999999,0.0,0.0,0.7999999999999999,0.3333333333333333,0.7999999999999999
111,13极氪001,0.0,0.6666666666666666,0.8,0.0,0.0,0.0,0.8,0.39999999999999997
112,13极氪001,1.0,0.7999999999999999,0.0,0.0,0.0,1.0,0.7999999999999999,0.0
113,13极氪001,0.0,0.0,0.7999999999999999,0.7999999999999999,0.26666666666666666,0.0,0.7999999999999999,0.0
114,13极氪001,0.7999999999999999,0.0,0.5333333333333333,0.7999999999999999,0.0,0.39999999999999997,0.5333333333333333,0.0
115,13极氪001,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.0,1.0,0.7999999999999999,0.7999999999999999,0.39999999999999997
116,13极氪001,0.39999999999999997,0.0,1.0,0.5333333333333333,0.0,0.7999999999999999,0.39999999999999997,0.0
117,13极氪001,0.7999999999999999,0.0,0.7999999999999999,0.6666666666666666,0.0,0.7999999999999999,0.7999999999999999,0.39999999999999997
118,13极氪001,0.0,0.0,1.0,0.0,0.0,0.0,0.39999999999999997,0.0
119,13极氪001,0.7999999999999999,0.0,0.5333333333333333,0.0,0.0,0.7999999999999999,0.6666666666666666,0.7999999999999999
120,13极氪001,0.0,0.0,1.0,0.7999999999999999,0.0,0.7999999999999999,0.26666666666666666,0.0
121,13极氪001,0.39999999999999997,1.0,0.7999999999999999,0.7999999999999999,0.0,1.0,0.5333333333333333,0.0
122,13极氪001,0.0,0.0,0.6666666666666666,0.0,0.0,0.7999999999999999,0.6666666666666666,0.7999999999999999
123,13极氪001,0.7999999999999999,0.7999999999999999,0.6666666666666666,0.0,0.6666666666666666,0.7999999999999999,0.6666666666666666,0.0
124,13极氪001,0.7999999999999999,1.0,1.0,0.0,0.0,0.7999999999999999,0.6666666666666666,0.0
125,13极氪001,0.0,0.0,0.6666666666666666,0.7999999999999999,0.0,0.0,0.6666666666666666,0.0
126,13极氪001,0.7999999999999999,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7999999999999999,0.6666666666666666,0.0
127,13极氪001,0.7999999999999999,0.0,1.0,0.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.0
128,13极氪001,0.0,0.0,0.6666666666666666,0.7999999999999999,0.26666666666666666,0.0,0.6666666666666666,0.0
129,13极氪001,0.0,0.0,0.5333333333333333,0.39999999999999997,1.0,0.0,0.7999999999999999,0.0
130,13极氪001,0.7999999999999999,0.0,0.26666666666666666,1.0,0.7999999999999999,1.0,0.0,0.0
131,13极氪001,0.7999999999999999,1.0,0.7999999999999999,0.7999999999999999,0.0,0.0,0.7999999999999999,0.7999999999999999
132,13极氪001,0.7999999999999999,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.0,0.7999999999999999,0.5333333333333333,0.0
133,13极氪001,0.0,1.0,1.0,0.0,0.0,0.7999999999999999,0.39999999999999997,0.7999999999999999
134,13极氪001,0.39999999999999997,0.7999999999999999,1.0,0.39999999999999997,0.39999999999999997,0.7999999999999999,0.3333333333333333,0.0
135,13极氪001,0.0,0.0,0.26666666666666666,0.7999999999999999,0.0,0.39999999999999997,0.26666666666666666,0.0
136,13极氪001,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.7999999999999999,0.0
137,13极氪001,0.39999999999999997,0.39999999999999997,0.7999999999999999,0.0,0.0,0.39999999999999997,0.39999999999999997,0.0
138,13极氪001,0.0,0.7999999999999999,0.3333333333333333,0.39999999999999997,0.0,0.7999999999999999,0.0,0.39999999999999997
139,13极氪001,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.39999999999999997,0.0,0.0,0.7999999999999999,0.0
140,13极氪001,0.39999999999999997,0.7999999999999999,0.26666666666666666,0.39999999999999997,0.0,0.0,0.7999999999999999,0.0
141,13极氪001,0.39999999999999997,0.3333333333333333,0.26666666666666666,0.39999999999999997,0.0,0.7999999999999999,0.3333333333333333,0.0
142,13极氪001,0.39999999999999997,0.0,0.3333333333333333,0.0,0.3333333333333333,0.39999999999999997,0.7999999999999999,0.0
143,13极氪001,0.39999999999999997,0.7999999999999999,0.39999999999999997,0.39999999999999997,0.0,0.39999999999999997,0.39999999999999997,0.0
144,13极氪001,0.39999999999999997,0.0,1.0,1.0,0.0,0.0,0.7999999999999999,0.0
145,13极氪001,0.0,0.0,1.0,0.7999999999999999,0.0,0.0,0.8,0.0
146,13极氪001,0.39999999999999997,0.0,0.39999999999999997,0.39999999999999997,1.0,0.0,0.0,0.0
147,13极氪001,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,0.0
148,13极氪001,1.0,0.7999999999999999,1.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.0
149,13极氪001,0.0,0.0,0.6666666666666666,0.39999999999999997,0.6666666666666666,0.7999999999999999,0.6666666666666666,0.0
150,13极氪001,0.6666666666666666,0.6666666666666666,0.7999999999999999,0.7999999999999999,0.0,0.0,0.3333333333333333,0.0
151,13极氪001,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.7999999999999999
152,13极氪001,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0
153,13极氪001,0.0,0.7999999999999999,0.6666666666666666,0.0,0.7999999999999999,0.7999999999999999,0.6666666666666666,0.7999999999999999
154,13极氪001,0.39999999999999997,0.0,0.0,0.7999999999999999,0.7999999999999999,0.0,0.6666666666666666,0.0
155,13极氪001,0.0,0.0,0.5333333333333333,0.0,0.7999999999999999,0.0,0.3333333333333333,0.0
156,13极氪001,1.0,1.0,0.8,1.0,0.5333333333333333,1.0,0.6666666666666666,0.7999999999999999
157,13极氪001,0.7999999999999999,0.0,0.6666666666666666,0.7999999999999999,1.0,1.0,0.7999999999999999,0.7999999999999999
158,13极氪001,1.0,1.0,0.6666666666666666,0.7999999999999999,0.5333333333333333,1.0,0.7999999999999999,0.39999999999999997
159,13极氪001,1.0,0.0,0.6666666666666666,0.0,0.0,0.7999999999999999,0.7999999999999999,0.7999999999999999
160,13极氪001,0.6666666666666666,1.0,0.5333333333333333,0.0,0.5333333333333333,0.0,0.3333333333333333,0.0
161,13极氪001,0.7999999999999999,0.39999999999999997,0.5333333333333333,0.7999999999999999,0.0,0.0,0.6666666666666666,0.39999999999999997
162,13极氪001,0.7999999999999999,0.7999999999999999,0.5333333333333333,0.7999999999999999,0.0,0.0,0.7999999999999999,0.39999999999999997
163,13极氪001,0.7999999999999999,0.0,0.5333333333333333,0.5333333333333333,0.7999999999999999,0.7999999999999999,0.6666666666666666,0.39999999999999997
164,13极氪001,0.7999999999999999,0.0,0.5333333333333333,0.0,0.0,0.0,0.7999999999999999,0.7999999999999999
165,13极氪001,0.7999999999999999,0.7999999999999999,0.5333333333333333,0.7999999999999999,0.0,0.0,0.6666666666666666,0.7999999999999999
166,13极氪001,0.0,0.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.0,0.0,0.39999999999999997
167,13极氪001,0.7999999999999999,0.6666666666666666,0.5333333333333333,0.7999999999999999,0.0,0.0,0.6666666666666666,0.39999999999999997
168,13极氪001,0.7999999999999999,0.26666666666666666,0.6666666666666666,1.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,1.0
169,13极氪001,0.39999999999999997,0.7999999999999999,0.6666666666666666,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999
170,13极氪001,0.39999999999999997,0.7999999999999999,0.5333333333333333,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999
171,13极氪001,0.39999999999999997,0.3333333333333333,0.5333333333333333,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999
172,13极氪001,0.39999999999999997,0.6666666666666666,0.5333333333333333,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999
173,13极氪001,0.39999999999999997,0.7999999999999999,0.5333333333333333,0.7999999999999999,0.6666666666666666,0.7999999999999999,0.7999999999999999,0.6666666666666666
174,13极氪001,0.7999999999999999,0.39999999999999997,0.3333333333333333,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.39999999999999997,0.6666666666666666
175,13极氪001,0.39999999999999997,0.39999999999999997,0.5333333333333333,0.7999999999999999,0.6666666666666666,0.7999999999999999,0.7999999999999999,0.7999999999999999
176,13极氪001,0.39999999999999997,0.39999999999999997,0.26666666666666666,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999
177,13极氪001,0.39999999999999997,0.39999999999999997,0.3333333333333333,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.6666666666666666
178,13极氪001,0.39999999999999997,0.39999999999999997,0.3333333333333333,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999
179,13极氪001,0.39999999999999997,0.39999999999999997,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.7999999999999999,0.7999999999999999,0.7999999999999999
180,13极氪001,1.0,0.3333333333333333,0.8,0.39999999999999997,0.0,1.0,0.6666666666666666,0.0
181,13极氪001,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.0,1.0,0.7999999999999999,0.0
182,13极氪001,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.0,1.0,0.6666666666666666,0.0
183,13极氪001,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.0,1.0,0.7999999999999999,0.0
184,13极氪001,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.0,1.0,0.7999999999999999,0.0
185,13极氪001,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.0,1.0,0.7999999999999999,0.0
186,13极氪001,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.0,1.0,0.7999999999999999,0.0
187,13极氪001,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.0,1.0,0.7999999999999999,0.0
188,13极氪001,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.0,1.0,0.7999999999999999,0.0
189,13极氪001,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.0,1.0,0.7999999999999999,0.0
190,13极氪001,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.0,1.0,0.7999999999999999,0.0
191,13极氪001,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.0,1.0,0.7999999999999999,0.0
192,13极氪001,1.0,0.0,0.8,0.7999999999999999,0.7999999999999999,1.0,0.6666666666666666,0.7999999999999999
193,13极氪001,0.0,0.39999999999999997,1.0,0.0,0.7999999999999999,1.0,1.0,1.0
194,13极氪001,0.7999999999999999,0.26666666666666666,0.8,0.0,0.7999999999999999,1.0,1.0,0.0
195,13极氪001,0.0,0.26666666666666666,0.6666666666666666,0.0,0.39999999999999997,0.7999999999999999,0.26666666666666666,0.39999999999999997
196,13极氪001,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.0
197,13极氪001,1.0,1.0,0.5333333333333333,0.0,0.0,1.0,0.6666666666666666,0.39999999999999997
198,13极氪001,0.7999999999999999,0.7999999999999999,0.39999999999999997,0.7999999999999999,0.3333333333333333,0.39999999999999997,0.7999999999999999,0.39999999999999997
199,13极氪001,1.0,0.6666666666666666,0.6666666666666666,0.7999999999999999,0.39999999999999997,0.7999999999999999,0.6666666666666666,0.39999999999999997
200,13极氪001,0.7999999999999999,0.39999999999999997,0.3333333333333333,0.0,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.6666666666666666
201,13极氪001,0.7999999999999999,0.6666666666666666,0.6666666666666666,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.39999999999999997
202,13极氪001,0.39999999999999997,0.0,0.6666666666666666,0.0,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.26666666666666666
203,13极氪001,0.7999999999999999,0.7999999999999999,0.6666666666666666,0.0,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.39999999999999997
204,13极氪001,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0
205,13极氪001,1.0,1.0,0.8,0.0,1.0,1.0,1.0,0.0
206,13极氪001,1.0,0.0,0.6666666666666666,0.0,1.0,0.7999999999999999,0.0,0.7999999999999999
207,13极氪001,0.7999999999999999,0.7999999999999999,0.5333333333333333,0.7999999999999999,0.0,0.7999999999999999,0.6666666666666666,0.0
208,13极氪001,0.0,0.0,0.0,1.0,0.7999999999999999,0.7999999999999999,1.0,0.0
209,13极氪001,0.0,0.0,0.26666666666666666,0.7999999999999999,0.0,0.0,0.7999999999999999,0.0
210,13极氪001,0.7999999999999999,0.0,1.0,0.0,0.7999999999999999,0.0,0.6666666666666666,0.0
211,13极氪001,0.0,0.0,0.0,0.7999999999999999,0.0,0.7999999999999999,0.6666666666666666,0.7999999999999999
212,13极氪001,0.0,0.0,0.5333333333333333,0.7999999999999999,1.0,0.7999999999999999,0.0,0.0
213,13极氪001,0.0,0.0,0.0,0.7999999999999999,0.0,0.7999999999999999,0.0,0.7999999999999999
214,13极氪001,0.0,0.0,0.5333333333333333,0.0,0.0,0.7999999999999999,0.6666666666666666,0.0
215,13极氪001,0.0,0.0,0.8,0.0,0.6666666666666666,1.0,1.0,0.0
216,13极氪001,0.39999999999999997,0.0,0.8,1.0,1.0,1.0,0.5333333333333333,0.0
217,13极氪001,0.0,0.0,0.6666666666666666,0.0,1.0,0.39999999999999997,1.0,0.7999999999999999
218,13极氪001,0.7999999999999999,1.0,0.8,1.0,1.0,1.0,1.0,0.0
219,13极氪001,1.0,0.0,0.8,0.0,0.0,1.0,0.7999999999999999,0.3333333333333333
220,13极氪001,1.0,0.7999999999999999,0.6666666666666666,0.7999999999999999,0.0,0.7999999999999999,0.7999999999999999,0.0
221,13极氪001,0.7999999999999999,0.0,0.7999999999999999,0.0,1.0,0.7999999999999999,0.7999999999999999,0.0
222,13极氪001,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.0
223,13极氪001,1.0,1.0,1.0,0.7999999999999999,0.0,1.0,0.7999999999999999,0.0
224,13极氪001,0.7999999999999999,0.8,0.8,0.5333333333333333,1.0,1.0,0.6666666666666666,0.0
225,13极氪001,1.0,1.0,1.0,1.0,0.0,1.0,0.7999999999999999,0.0
226,13极氪001,0.7999999999999999,0.0,0.5333333333333333,0.7999999999999999,0.0,1.0,1.0,0.0
227,13极氪001,0.7999999999999999,0.0,0.6666666666666666,0.0,1.0,1.0,0.5333333333333333,0.0
228,13极氪001,0.39999999999999997,0.39999999999999997,0.5333333333333333,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999
229,13极氪001,1.0,0.39999999999999997,0.5333333333333333,1.0,0.0,0.7999999999999999,0.7999999999999999,0.0
230,13极氪001,0.7999999999999999,0.7999999999999999,0.0,1.0,1.0,0.7999999999999999,0.0,0.39999999999999997
231,13极氪001,0.39999999999999997,0.7999999999999999,0.7999999999999999,1.0,0.0,0.7999999999999999,0.7999999999999999,0.0
232,13极氪001,0.7999999999999999,1.0,0.7999999999999999,0.7999999999999999,0.0,0.7999999999999999,0.7999999999999999,0.0
233,13极氪001,0.0,0.5333333333333333,0.26666666666666666,1.0,0.7999999999999999,1.0,0.7999999999999999,0.39999999999999997
234,13极氪001,0.7999999999999999,0.0,0.3333333333333333,0.39999999999999997,0.7999999999999999,1.0,0.39999999999999997,0.0
235,13极氪001,0.39999999999999997,0.39999999999999997,0.26666666666666666,0.7999999999999999,0.0,0.0,0.7999999999999999,0.39999999999999997
236,13极氪001,0.7999999999999999,0.0,0.5333333333333333,0.0,1.0,0.7999999999999999,0.7999999999999999,0.0
237,13极氪001,0.39999999999999997,0.0,1.0,0.0,0.0,1.0,0.7999999999999999,0.39999999999999997
238,13极氪001,0.39999999999999997,0.39999999999999997,0.5333333333333333,0.0,0.0,0.39999999999999997,0.7999999999999999,0.0
